County,State,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,LACCESS_POP15,LACCESS_LOWI15,LACCESS_HHNV15,LACCESS_CHILD15,LACCESS_SENIORS15,GROC16,SUPERC16,CONVS16,SPECS16,WICS16,GROCPTH16,SUPERCPTH16,CONVSPTH16,SPECSPTH16,WICSPTH16,FFR16,FSR16,FFRPTH16,FSRPTH16,FOODINSEC_15_17,VLFOODSEC_15_17,FMRKT_WIC18,FMRKT_WICCASH18,POVRATE15,CHILDPOVRATE15,PCT_WIC17
Mohave County,Arizona,"204,661","205,521","207,114",88341.57713,40061.48198,2535.995735,16238.41559,21605.4891,17,4,91,11,20,0.082771381,0.0194756,0.443070331,0.053558,0.097313657,122,126,0.594006378,0.613481997,17.4,6.5,0,1,17.4,29.8,2.18791585
Navajo County,Arizona,"107,688","108,523","109,144",41411.32608,26868.06071,2682.216148,12847.64679,4524.221562,14,3,57,3,24,0.12924429,0.0276952,0.526208896,0.0276952,0.221151277,62,75,0.572367571,0.692380126,17.4,6.5,0,0,28.1,36.7,2.18791585
Pima County,Arizona,"1,009,737","1,017,624","1,027,502",218481.7301,75295.14972,5048.251138,47677.16771,42727.21948,122,17,283,69,97,0.120491566,0.0167898,0.279500928,0.068146869,0.095320076,666,635,0.657765435,0.627148725,17.4,6.5,9,6,18.7,27.7,2.18791585
Pinal County,Arizona,"406,073","417,363","432,114",80761.85349,27067.65223,2958.562914,15076.1808,17843.59391,31,7,83,11,31,0.074678101,0.0168628,0.199944594,0.0264987,0.074275874,132,116,0.317984173,0.279440637,17.4,6.5,0,0,15.8,21.6,2.18791585
Santa Cruz County,Arizona,"46,602","46,468","46,636",12583.42295,6073.507468,298.3176686,3662.94681,1808.001457,10,1,16,5,4,0.217037439,0.0217037,0.347259902,0.108518719,0.086080745,24,39,0.520889853,0.846446012,17.4,6.5,1,1,24.4,36.7,2.18791585
Yavapai County,Arizona,"220,845","224,591","228,055",68596.93595,26604.01532,2117.231816,13583.02154,16969.9576,29,6,81,13,22,0.129254824,0.0267424,0.361022094,0.0579418,0.097955838,139,214,0.619531741,0.953811457,17.4,6.5,5,5,15.1,23.4,2.18791585
Yuma County,Arizona,"205,456","207,520","209,756",39776.52701,18786.2454,829.3600422,10632.6267,7548.44558,31,6,66,5,26,0.150878747,0.0292023,0.321225719,0.0243353,0.125289127,121,81,0.588913819,0.394231565,17.4,6.5,0,0,21.1,30.8,2.18791585
Arkansas County,Arkansas,"18,325","18,145","17,904",7183.712662,3389.532448,371.3821543,1695.598701,1104.003955,3,1,17,0,4,0.164699424,0.0548998,0.933296733,0,0.220446408,9,13,0.494098271,0.713697502,13.1,5.7,0,0,20.7,30.5,2.546983819
Ashley County,Arkansas,"20,838","20,525","20,319",4633.910248,2623.419202,278.8863791,1115.209975,748.3975656,2,1,14,0,4,0.097570495,0.0487852,0.682993463,0,0.194884285,15,7,0.73177871,0.341496731,13.1,5.7,0,0,19.6,31.2,2.546983819
Baxter County,Arkansas,"41,136","41,139","41,316",4618.030292,1834.515106,491.3348225,863.8938132,1375.530348,8,1,16,2,6,0.194434318,0.0243043,0.388868635,0.0486086,0.145847008,31,33,0.753432981,0.80204156,13.1,5.7,0,0,16.4,28.5,2.546983819
Benton County,Arkansas,"251,673","259,234","266,504",34546.61984,11738.24388,1025.778409,9711.475817,4800.336241,37,7,81,18,28,0.143020595,0.027058,0.31309914,0.069577587,0.108010523,163,169,0.630063702,0.653256231,13.1,5.7,5,3,10.8,15.3,2.546983819
Boone County,Arkansas,"37,112","37,260","37,486",8411.784665,3821.824413,405.4769146,1868.447452,1711.160119,7,1,21,3,5,0.18821758,0.0268882,0.564652739,0.080664677,0.134192169,24,29,0.645317416,0.779758544,13.1,5.7,1,1,16.5,25.1,2.546983819
Bradley County,Arkansas,"11,007","10,967","10,853",1240.008348,595.3641567,161.7671964,276.6539541,245.5570815,2,0,5,0,1,0.182165953,0,0.455414883,0,0.091182642,5,7,0.455414883,0.637580836,13.1,5.7,0,0,28,40.2,2.546983819
Calhoun County,Arkansas,"5,201","5,142","5,224",3493.527961,1747.316267,141.1913944,736.6388046,652.7918148,0,0,3,0,,0,0,0.581170089,0,,1,2,0.193723363,0.387446726,13.1,5.7,0,0,16.7,23.1,2.546983819
Carroll County,Arkansas,"27,775","27,753","27,947",1943.271178,1046.598113,336.271477,504.3164927,319.6781274,5,1,17,5,5,0.180323139,0.0360646,0.613098673,0.180323139,0.180160701,15,50,0.540969417,1.803231391,13.1,5.7,2,1,16.6,27.7,2.546983819
Chicot County,Arkansas,"10,960","10,892","10,639",7115.720566,3940.143675,586.774709,1664.799483,1423.96965,4,0,9,0,2,0.366568915,0,0.824780059,0,0.183621004,5,2,0.458211144,0.183284457,13.1,5.7,0,0,31.4,43.2,2.546983819
Clark County,Arkansas,"22,517","22,600","22,180",9423.239634,4933.730696,314.6507231,1734.875565,1154.316068,2,1,10,0,2,0.088691796,0.0443459,0.44345898,0,0.088495575,23,10,1.019955654,0.44345898,13.1,5.7,0,0,22.5,28.2,2.546983819
Clay County,Arkansas,"15,200","15,051","14,910",1645.728284,692.5833477,131.6556877,344.9858686,400.4072373,4,0,8,0,3,0.265657169,0,0.531314339,0,0.199322298,6,11,0.398485754,0.730557216,13.1,5.7,0,0,20.8,27.9,2.546983819
Cleburne County,Arkansas,"25,361","25,174","25,046",2341.792562,846.8506166,274.3694166,556.9662242,414.5304072,7,1,14,0,4,0.278230454,0.0397472,0.556460909,0,0.158894092,18,22,0.71544974,0.874438571,13.1,5.7,0,0,15.6,24.7,2.546983819
Cleveland County,Arkansas,"8,284","8,249","8,181",1838.886846,479.3112885,83.54801121,438.6422695,319.3594559,2,0,5,0,1,0.242130751,0,0.605326877,0,0.121226817,2,0,0.242130751,0,13.1,5.7,0,0,18.1,25.9,2.546983819
Columbia County,Arkansas,"24,126","24,049","23,700",4236.870961,1777.07015,294.1493859,680.6952132,560.4487986,3,1,18,0,6,0.125088604,0.0416962,0.750531627,0,0.249490619,21,7,0.875620231,0.29187341,13.1,5.7,0,0,23.8,32.8,2.546983819
Conway County,Arkansas,"20,930","20,871","20,848",3553.435083,1340.318644,352.3514974,853.5218471,614.8939358,4,1,13,0,3,0.191433357,0.0478583,0.622158411,0,0.143740118,10,10,0.478583393,0.478583393,13.1,5.7,0,0,17.8,29.1,2.546983819
Craighead County,Arkansas,"104,419","105,830","107,037",15955.20231,8261.210208,955.7174753,3910.989656,1519.161374,21,5,43,3,14,0.198523364,0.0472675,0.406500222,0.0283605,0.132287636,84,77,0.794093457,0.727919002,13.1,5.7,1,1,17.3,24.3,2.546983819
Crawford County,Arkansas,"61,910","62,309","62,917",10484.37627,4854.798012,567.4123205,2924.684806,1219.317325,8,2,28,5,8,0.128495479,0.0321239,0.449734175,0.080309674,0.128392369,26,34,0.417610305,0.546105784,13.1,5.7,0,0,14.4,22.5,2.546983819
Crittenden County,Arkansas,"49,071","49,345","48,730",6476.880706,2521.27925,507.9675155,1753.978779,658.1773029,9,1,30,2,11,0.182481752,0.0202758,0.608272506,0.0405515,0.222920254,30,22,0.608272506,0.446066504,13.1,5.7,0,0,25.9,37.3,2.546983819
Cross County,Arkansas,"17,254","17,024","16,852",2383.092743,1146.559324,326.4784562,584.7836413,382.9045351,3,1,10,1,4,0.176087339,0.0586958,0.586957798,0.0586958,0.234962404,11,8,0.645653578,0.469566238,13.1,5.7,1,0,21.5,31.8,2.546983819
Dallas County,Arkansas,"7,531","7,402","7,354",3353.854476,1485.858335,212.1478835,715.1258629,594.514172,2,0,7,2,1,0.269179004,0,0.942126514,0.269179004,0.135098621,4,5,0.538358008,0.67294751,13.1,5.7,0,0,21.3,35.9,2.546983819
Desha County,Arkansas,"12,022","11,899","11,732",4559.473117,2602.46877,360.5002237,1230.161614,691.7279188,4,0,8,0,3,0.33557047,0,0.67114094,0,0.252122015,10,10,0.838926174,0.838926174,13.1,5.7,0,0,30.9,45.7,2.546983819
Drew County,Arkansas,"18,617","18,552","18,373",3989.454324,1996.791957,271.4854991,823.5401374,607.406803,2,1,11,1,2,0.107365257,0.0536826,0.590508911,0.0536826,0.107805088,14,10,0.751556796,0.536826283,13.1,5.7,0,0,21.2,29.3,2.546983819
Faulkner County,Arkansas,"121,209","122,100","123,397",18908.54726,6301.318664,988.4844353,4521.171925,1483.054535,13,2,52,4,13,0.106484932,0.0163823,0.42593973,0.0327646,0.106470108,84,75,0.688056486,0.614336148,13.1,5.7,2,0,14.8,17,2.546983819
Franklin County,Arkansas,"17,755","17,669","17,844",1180.163991,659.6529897,218.1335655,284.4053211,134.0257892,2,0,10,1,4,0.113179786,0,0.56589893,0.0565899,0.226385191,5,10,0.282949465,0.56589893,13.1,5.7,0,0,18.2,26.9,2.546983819
Fulton County,Arkansas,"12,137","12,096","12,112",2343.420829,1486.067881,155.5936299,548.097223,491.2392066,1,0,8,0,1,0.083063377,0,0.664507019,0,0.082671955,4,4,0.332253509,0.332253509,13.1,5.7,0,0,19.4,34.2,2.546983819
Garland County,Arkansas,"97,816","98,311","98,444",27118.39236,10288.81137,1205.923468,5734.216071,6556.116739,16,4,48,7,13,0.162881371,0.0407203,0.488644114,0.0712606,0.132233426,84,120,0.8551272,1.221610286,13.1,5.7,1,0,19.3,28.2,2.546983819
Grant County,Arkansas,"18,014","18,059","18,096",2119.128182,790.1511252,170.4820117,541.5112975,303.2156274,4,1,9,0,2,0.221067757,0.0552669,0.497402454,0,0.110748105,5,8,0.276334697,0.442135515,13.1,5.7,0,0,13.2,18.8,2.546983819
Greene County,Arkansas,"44,298","44,730","44,977",9620.660666,3983.764183,355.3454418,2630.460404,1342.469246,7,1,18,2,5,0.15654702,0.0223639,0.40254948,0.0447277,0.111781798,26,26,0.58146036,0.58146036,13.1,5.7,0,0,17.1,24.9,2.546983819
Hempstead County,Arkansas,"22,094","22,036","21,881",6581.430921,3276.943119,386.4943175,1703.055365,1100.224702,3,1,15,1,4,0.13620267,0.0454009,0.681013348,0.0454009,0.181521147,14,13,0.635612458,0.590211568,13.1,5.7,1,1,24.1,34.1,2.546983819
Hot Spring County,Arkansas,"33,480","33,419","33,600",5165.932504,2209.281837,291.6768352,1203.259939,925.1236046,6,1,15,0,4,0.179393649,0.0298989,0.448484124,0,0.119692393,18,10,0.538180948,0.298989416,13.1,5.7,0,0,20.8,28.1,2.546983819
Howard County,Arkansas,"13,353","13,366","13,377",5676.685632,2853.098357,194.7695567,1360.248914,1021.059444,3,1,10,2,2,0.223247507,0.074415836,0.744158357,0.148831671,0.149633393,10,6,0.744158357,0.446495014,13.1,5.7,1,0,18.7,30.7,2.546983819
Independence County,Arkansas,"37,034","37,118","37,409",5563.275907,2680.237188,428.2798814,1369.328243,839.3985409,7,1,19,2,5,0.188709764,0.0269585,0.512212218,0.0539171,0.134705529,24,23,0.647004906,0.620046369,13.1,5.7,0,0,18,26.8,2.546983819
Izard County,Arkansas,"13,483","13,486","13,680",150.8230515,74.78755055,202.8421665,34.61519343,33.75615758,4,0,7,1,4,0.296515938,0,0.518902891,0.074128984,0.296603888,4,9,0.296515938,0.66716086,13.1,5.7,0,0,19.8,31.4,2.546983819
Jackson County,Arkansas,"17,371","17,290","17,057",3107.86498,1872.405714,359.365013,748.8683287,498.6676506,3,0,11,0,3,0.173320238,0,0.635507539,0,0.1735107,8,8,0.462187301,0.462187301,13.1,5.7,0,0,27.5,39.7,2.546983819
Jefferson County,Arkansas,"71,868","70,400","69,269",14581.38129,5499.383248,696.0162107,2875.527778,2310.966956,15,1,40,2,9,0.213243866,0.0142163,0.568650308,0.0284325,0.127840906,58,33,0.824542947,0.469136505,13.1,5.7,1,1,26.5,37.8,2.546983819
Johnson County,Arkansas,"26,103","26,150","26,489",1502.745423,741.6427016,315.1629239,329.9925015,266.7889677,1,1,12,0,3,0.0381316,0.0381316,0.457578646,0,0.114722751,12,13,0.457578646,0.4957102,13.1,5.7,0,0,21.8,29.1,2.546983819
Lafayette County,Arkansas,"7,015","6,893","6,822",1615.938529,719.2129099,267.1479035,419.3724934,284.531094,1,0,5,2,1,0.144341801,0,0.721709007,0.288683603,0.14507471,3,2,0.433025404,0.288683603,13.1,5.7,0,0,22.7,36.3,2.546983819
Lawrence County,Arkansas,"16,702","16,649","16,590",5222.805887,2709.802193,197.5470823,1264.438159,888.9700152,3,0,16,1,5,0.180299297,0,0.96159625,0.0600998,0.300318331,6,10,0.360598594,0.600997656,13.1,5.7,0,0,23.7,33.5,2.546983819
Lee County,Arkansas,"9,676","9,340","9,147",4722.327585,2848.486999,399.6660155,742.6974778,559.0660224,1,0,1,0,1,0.106837607,0,0.106837607,0,0.107066378,3,1,0.320512821,0.106837607,13.1,5.7,0,0,35.9,48.7,2.546983819
Lincoln County,Arkansas,"13,866","13,724","13,473",4694.287364,2372.177196,408.6157365,353.0171301,235.4173278,1,0,8,0,1,0.072411296,0,0.579290369,0,0.072865054,5,7,0.362056481,0.506879073,13.1,5.7,0,0,25.1,27.4,2.546983819
Little River County,Arkansas,"12,421","12,421","12,393",1914.888056,646.7663708,261.2557036,499.2607237,307.6770204,2,1,5,0,3,0.160901046,0.080450523,0.402252615,0,0.24152644,6,4,0.482703138,0.321802092,13.1,5.7,0,0,19.9,28.2,2.546983819
Logan County,Arkansas,"21,713","21,725","21,753",2069.944574,1098.311637,231.478987,520.5009218,303.9160885,2,0,19,0,4,0.092110717,0,0.875051812,0,0.184119672,11,13,0.506608944,0.598719661,13.1,5.7,0,0,20.5,30.5,2.546983819
Lonoke County,Arkansas,"71,336","71,819","72,878",12276.48943,4536.892726,699.7335568,3506.335759,1375.226777,6,2,31,2,8,0.083615536,0.0278718,0.432013601,0.0278718,0.111391135,35,39,0.487757292,0.543500982,13.1,5.7,0,0,11.9,16.7,2.546983819
Madison County,Arkansas,"15,707","16,112","16,349",3813.49854,1893.586886,220.9466158,813.9801628,654.3829474,2,0,9,1,2,0.124185036,0,0.558832661,0.0620925,0.124131083,3,11,0.186277554,0.683017696,13.1,5.7,0,0,18.8,29.1,2.546983819
Marion County,Arkansas,"16,211","16,378","16,460",2255.376704,1118.283876,233.9850574,361.4554171,547.3825808,3,1,5,0,4,0.18327326,0.0610911,0.305455434,0,0.244230062,7,11,0.427637608,0.672001955,13.1,5.7,0,0,18.8,34.7,2.546983819
Miller County,Arkansas,"43,912","43,842","43,884",14528.87464,5959.424504,757.7994348,3596.019286,2049.519348,7,1,26,1,5,0.159547796,0.0227925,0.592606099,0.0227925,0.114045896,22,25,0.50143593,0.569813557,13.1,5.7,0,0,22.3,31.5,2.546983819
Mississippi County,Arkansas,"43,715","42,879","42,073",5862.958848,3369.057438,634.3933744,1642.549844,659.6617472,10,2,22,1,8,0.233181765,0.0466364,0.512999883,0.0233182,0.186571509,29,29,0.676227119,0.676227119,13.1,5.7,0,0,26.3,37.6,2.546983819
Monroe County,Arkansas,"7,453","7,203","7,052",1020.247645,516.6950391,234.7084969,220.5359603,205.2903905,3,0,10,0,2,0.414651002,0,1.382170007,0,0.277662098,6,5,0.829302004,0.691085003,13.1,5.7,0,0,30.9,46.7,2.546983819
Montgomery County,Arkansas,"9,029","8,949","8,907",2108.832955,1062.053132,133.2583403,426.9969801,456.5382394,1,0,5,0,1,0.111744329,0,0.558721645,0,0.111744329,5,3,0.558721645,0.335232987,13.1,5.7,0,0,21.8,34.8,2.546983819
Nevada County,Arkansas,"8,513","8,380","8,328",2631.892425,1289.681472,220.7342138,576.6998839,547.2966641,1,0,5,0,1,0.119417244,0,0.597086219,0,0.11933174,3,4,0.358251732,0.477668975,13.1,5.7,0,0,24,35.6,2.546983819
Newton County,Arkansas,"7,858","7,860","7,837",3653.074972,1776.002193,150.7957373,736.2072519,719.7908621,2,0,5,1,1,0.254161901,0,0.635404753,0.127080951,0.127226457,2,6,0.254161901,0.762485703,13.1,5.7,0,2,24.2,37.1,2.546983819
Ouachita County,Arkansas,"24,321","24,015","23,824",6756.87135,3555.124497,596.9579882,1499.484898,1156.132917,5,1,14,0,6,0.208168533,0.0416337,0.582871893,0,0.249843851,17,13,0.707773013,0.541238186,13.1,5.7,0,0,22.8,35.1,2.546983819
Perry County,Arkansas,"10,298","10,274","10,335",1490.746586,655.2807212,193.7411711,328.6403826,280.2366199,2,0,5,0,1,0.194685097,0,0.486712742,0,0.097333074,2,6,0.194685097,0.584055291,13.1,5.7,0,0,16.8,25.9,2.546983819
Phillips County,Arkansas,"19,557","19,062","18,564",10960.59709,6751.824941,799.628687,3004.633764,1797.003341,6,1,16,1,3,0.31496063,0.0524934,0.839895013,0.0524934,0.157381177,10,6,0.524934383,0.31496063,13.1,5.7,0,0,37.3,56.4,2.546983819
Pike County,Arkansas,"10,835","10,825","10,721",2603.401947,1240.403037,119.2920029,564.9044294,520.3609458,4,0,7,0,2,0.369788296,0,0.647129518,0,0.184757501,5,7,0.46223537,0.647129518,13.1,5.7,0,0,18.5,30.2,2.546983819
Poinsett County,Arkansas,"24,016","24,007","24,121",8364.127536,4688.200151,648.7025429,2216.308592,1226.221665,5,1,18,0,5,0.208263912,0.0416528,0.749750083,0,0.208272591,15,15,0.624791736,0.624791736,13.1,5.7,0,0,23.9,36.6,2.546983819
Polk County,Arkansas,"20,196","20,151","20,162",7939.58794,4229.092192,325.1208789,1977.983965,1354.514938,3,1,15,0,3,0.148949903,0.04965,0.744749516,0,0.148875982,7,15,0.347549774,0.744749516,13.1,5.7,0,0,24.4,32.4,2.546983819
Pope County,Arkansas,"63,577","63,876","63,655",8394.67528,3802.834148,571.3753474,1765.661779,945.4997412,8,1,26,3,9,0.125289733,0.0156612,0.407191631,0.0469836,0.140897989,53,37,0.830044478,0.579465013,13.1,5.7,1,0,20.8,24.6,2.546983819
Prairie County,Arkansas,"8,297","8,252","8,250",3227.063544,1713.345901,152.3448092,712.8246956,649.7448402,3,0,7,0,2,0.362713094,0,0.846330553,0,0.242365494,3,6,0.362713094,0.725426188,13.1,5.7,0,0,19.6,28.5,2.546983819
Pulaski County,Arkansas,"393,643","394,386","393,616",101839.2619,39910.4995,3357.735333,26363.78444,11195.56874,57,10,226,34,40,0.144788748,0.0254015,0.574074686,0.086365218,0.10142348,365,356,0.927156019,0.904294637,13.1,5.7,2,1,19.4,27.7,2.546983819
Randolph County,Arkansas,"17,427","17,427","17,645",5762.674706,2622.020328,395.8591017,1448.436073,1056.025387,3,1,11,0,2,0.172334559,0.0574449,0.631893382,0,0.114764445,10,8,0.574448529,0.459558824,13.1,5.7,0,0,17.6,27.4,2.546983819
St. Francis County,Arkansas,"26,654","26,344","25,938",7660.236567,4272.594598,719.4989966,1880.600996,946.7917808,6,1,20,0,4,0.22810219,0.038017,0.760340633,0,0.15183723,13,14,0.494221411,0.532238443,13.1,5.7,0,0,30.7,44.3,2.546983819
Saline County,Arkansas,"116,397","117,695","119,669",23913.29825,6560.854582,1093.220348,5965.993631,3729.593131,12,2,37,2,12,0.102060777,0.0170101,0.314687396,0.0170101,0.101958454,70,45,0.595354534,0.382727914,13.1,5.7,0,0,10.7,15.3,2.546983819
Scott County,Arkansas,"10,540","10,313","10,374",1942.857602,879.8852887,110.6781396,442.0558985,392.5690452,3,0,4,0,4,0.28957529,0,0.386100386,0,0.38785997,5,5,0.482625483,0.482625483,13.1,5.7,0,0,20.8,34.7,2.546983819
Searcy County,Arkansas,"7,831","7,964","7,947",2757.112548,1354.598893,157.7194239,551.6696356,542.054193,2,0,4,1,2,0.251098556,0,0.502197112,0.125549278,0.251130074,4,4,0.502197112,0.502197112,13.1,5.7,0,0,22.2,39.1,2.546983819
Sebastian County,Arkansas,"127,428","127,477","127,865",12919.24749,4677.557561,697.9355758,3103.458842,1712.304459,18,5,64,9,16,0.141102323,0.0391951,0.501697147,0.070551161,0.125512838,103,97,0.807418847,0.760384739,13.1,5.7,0,0,22.1,29.9,2.546983819
Sevier County,Arkansas,"17,272","16,980","17,146",4001.664886,1904.228707,179.4655549,1150.669055,534.4517169,5,1,14,0,3,0.29489826,0.0589797,0.825715128,0,0.176678449,7,9,0.412857564,0.530816868,13.1,5.7,0,0,20.8,32.2,2.546983819
Sharp County,Arkansas,"16,811","17,014","17,200",3878.396512,1757.996578,351.8855812,724.3387268,1186.959355,3,1,6,0,4,0.175049597,0.0583499,0.350099195,0,0.235100508,9,18,0.525148792,1.050297584,13.1,5.7,0,0,24.6,39.2,2.546983819
Stone County,Arkansas,"12,380","12,498","12,517",3115.913626,1681.832604,252.7958337,696.2223,582.7028458,2,1,5,0,3,0.16,0.08,0.4,0,0.24003841,10,7,0.8,0.56,13.1,5.7,0,0,21.5,36.3,2.546983819
Union County,Arkansas,"40,093","39,883","39,420",10943.84149,5615.767903,570.7136895,2708.409337,1795.441774,6,1,32,3,6,0.150500414,0.0250834,0.802668874,0.075250207,0.150440037,28,27,0.702335265,0.677251862,13.1,5.7,0,0,19.7,27,2.546983819
Van Buren County,Arkansas,"16,773","16,629","16,533",1774.93123,1054.690801,293.3374957,364.6455014,348.8732391,2,1,12,1,4,0.120322464,0.0601612,0.721934785,0.0601612,0.240543634,6,9,0.360967393,0.541451089,13.1,5.7,0,0,19,29.6,2.546983819
Washington County,Arkansas,"224,491","228,438","232,780",29544.07372,12306.8044,1254.212779,8013.156576,2373.277922,39,6,71,13,28,0.171353251,0.026362,0.311950791,0.0571178,0.12257155,172,196,0.755711775,0.86115993,13.1,5.7,1,0,16.9,21.3,2.546983819
White County,Arkansas,"78,925","78,967","78,941",9451.940072,4016.29707,765.0579845,2356.835397,1324.64408,11,2,42,0,13,0.139526624,0.0253685,0.53273802,0,0.164625734,57,41,0.723001598,0.520053781,13.1,5.7,1,0,19.7,24.2,2.546983819
Woodruff County,Arkansas,"6,721","6,616","6,600",381.780216,191.1691782,313.0930135,71.91290002,79.11526071,3,0,9,0,2,0.452966933,0,1.3589008,0,0.302297473,5,2,0.754944889,0.301977956,13.1,5.7,0,0,25.8,39.3,2.546983819
Yell County,Arkansas,"21,513","21,501","21,544",2856.00284,1217.225438,279.1273603,602.4009742,611.2439601,3,1,13,0,3,0.139625803,0.0465419,0.605045146,0,0.139528394,9,6,0.418877409,0.279251606,13.1,5.7,0,0,17.8,27.6,2.546983819
Alameda County,California,"1,634,634","1,650,306","1,658,131",107964.3984,15141.06332,1350.439323,25674.44845,12620.95096,372,6,330,133,145,0.225013247,0.00362925,0.199608525,0.080448284,0.087862492,1293,1560,0.782102495,0.943603938,11.2,4.1,27,9,11.5,13.8,2.73225223
Alpine County,California,"1,087","1,057","1,121",575.1625917,146.5790983,9.321428463,104.0351954,89.07594565,0,0,0,0,,0,0,0,0,,0,1,0,0.946073794,11.2,4.1,0,0,19,35.7,2.73225223
Amador County,California,"37,037","37,438","38,551",5337.854488,1360.366194,349.0296447,473.810678,689.345242,13,0,12,5,9,0.346916447,0,0.320230566,0.133429403,0.240397453,21,44,0.560403491,1.174178742,11.2,4.1,4,0,13.1,19.5,2.73225223
Butte County,California,"224,812","226,529","229,207",46598.34407,16363.36241,1771.20095,9961.298544,9265.650123,45,1,74,13,23,0.19865357,0.00441452,0.32667476,0.0573888,0.101532251,158,132,0.697494758,0.582717139,11.2,4.1,5,2,21.4,23.8,2.73225223
Calaveras County,California,"44,957","45,303","45,642",4578.26193,1252.353845,500.2663086,1021.711182,742.1831902,11,0,23,3,7,0.242745228,0,0.507558204,0.066203244,0.154515147,30,41,0.66203244,0.904777667,11.2,4.1,1,0,13,21.2,2.73225223
Colusa County,California,"21,269","21,553","21,675",1770.983312,632.1693478,115.8299325,405.7333205,355.9079088,10,0,11,5,7,0.462000462,0,0.508200508,0.231000231,0.324780762,8,11,0.36960037,0.508200508,11.2,4.1,0,0,13.2,19.4,2.73225223
Contra Costa County,California,"1,124,606","1,137,194","1,144,863",200374.3823,31140.41696,2914.095544,47000.9696,30905.66168,200,5,223,76,95,0.17564737,0.00439118,0.195846818,0.066746001,0.083538957,701,757,0.615644033,0.664825297,11.2,4.1,19,1,10.2,12.7,2.73225223
